Map,Num_Agents,Avg_Steps,Collision_Frequency,Success_Rate
1,1,200.0,0.0,0.0
1,2,200.0,0.0,0.0
1,3,200.0,0.0,0.0
1,4,200.0,0.0,0.0
2,1,1.0,0.0,1.0
2,2,200.0,0.0,0.0
2,3,200.0,0.0,0.0
2,4,200.0,0.0,0.0
3,1,200.0,0.0,0.0
3,2,200.0,0.0,0.0
3,3,200.0,0.0,0.0
3,4,200.0,0.0,0.0
4,1,200.0,0.0,0.0
4,2,200.0,0.0,0.0
4,3,200.0,0.0,0.0
4,4,200.0,0.0,0.0
5,1,3.0,0.0,1.0
5,2,200.0,0.0,0.0
5,3,200.0,0.0,0.0
5,4,200.0,0.0,0.0
6,1,200.0,0.0,0.0
6,2,1.0,0.0,1.0
6,3,200.0,0.0,0.0
6,4,200.0,0.0,0.0
